드롭다운이름,lat,lon,사고건수,가로등수
서대문구 사천교앞교차로,37.56764457068946,126.91796990232574,20,41
서대문구 연세대장례식장입구,37.56002572891262,126.93872419749475,13,0
서대문구 세브란스응급실(북동방향 93M),37.56269489717193,126.94315883623962,21,0
서대문구 명물거리교차로,37.55923374369744,126.94046780373971,19,0
서대문구 남가좌동318-3,37.578513641183875,126.92252027164255,13,0
서대문구 그랜드힐튼호텔(동북동방향 126M),37.589442768582266,126.93789619299163,13,37
서대문구 연희삼거리,37.56826619795208,126.9320617149846,14,0
서대문구 독립공원앞교차로,37.57675568292078,126.95539699458564,19,0
서대문구 사천교교차로,37.568661711171124,126.91656518972253,17,41
서대문구 귀금속사거리(북서방향 64M),37.55763684275245,126.93637207936045,15,0
서대문구 서대문역,37.56511869659561,126.96720944023026,16,0
서대문구 사천고가차도동측(동남동방향 55M),37.566628832272116,126.92147991376098,18,7
서대문구 홍은동137-8,37.59194926965618,126.9413022909159,22,16
서초구 세기빌딩,37.510403906247525,127.01939756159932,27,0
서초구 고속터미널사거리,37.50483728010665,127.00139109208617,58,22
서초구 서울오토갤러리금관,37.460484118466745,127.03611311126706,60,0
서초구 고속터미널앞교차로,37.50733272094248,127.00911591497457,45,0
서초구 염곡동사거리,37.46554560990813,127.04269433962784,53,12
서초구 서울성모병원앞교차로,37.50217026204998,127.00342671470692,51,45
서초구 서초구청앞사거리,37.48392122237888,127.02954398396798,38,0
서초구 트럭터미널앞교차로,37.46170008014168,127.03741356299696,42,0
서초구 양재역사거리,37.4843706032041,127.03373891154732,35,18
서초구 서초동1748-16,37.49013257683816,127.0082092263751,33,0
서초구 사당역사거리,37.47674245045788,126.98166254948919,31,40
서초구 서초역사거리,37.49191658869089,127.00796065126988,34,0
서초구 서울교대앞교차로,37.488248887200555,127.01432621022435,35,0
서초구 예술의전당앞교차로,37.4807166056228,127.0130358817541,28,0
서초구 고속터미널사거리(북서방향 53M),37.5053688794368,127.00068989608901,36,23
서초구 제일약품,37.50357397936884,127.02119400511155,29,0
서초구 교육개발원입구교차로,37.47822424232523,127.03857497877598,27,0
서초구 서초3동사거리,37.48383426672204,127.01138567075024,32,0
서초구 삼호가든사거리,37.5047017096082,127.01005429777828,33,0
서초구 진흥아파트앞교차로,37.49687891739219,127.02424540552747,30,0
서초구 사당역(남방향 94M),37.47503054415639,126.9817421041464,31,37
서초구 aT센터교차로,37.468528866850505,127.04009606587385,31,3
서초구 고속터미널사거리(북북서방향 294M),37.507495253573744,126.9999434495363,32,32
서초구 서울성모병원앞교차로(북서방향 97M),37.50283702350532,127.00277080055783,35,50
서초구 대동빌딩앞삼성고객프(북서방향 158M),37.500581734742475,127.02575070633796,34,0
서초구 삼호가든사거리,37.50471966795306,127.01075549997256,31,0
서초구 대동빌딩앞삼성고객프(북서방향 185M),37.50069892924304,127.02545671083568,34,0
서초구 교육개발원입구교차로,37.478125157117276,127.0384957881945,32,0
서초구 서울성모병원앞교차로,37.50181886845958,127.00347193559364,32,44
성동구 논골사거리,37.5554349297631,127.02479627862883,12,0
성동구 성동교앞,37.55133868643051,127.04431625325294,31,72
성동구 성동교사거리(북북서방향 72M),37.552158818149614,127.04371694645745,14,69
성동구 응봉지하차도,37.5492596253009,127.0378646745936,13,75
성동구 신스기모(남동방향 58M),37.55158139456101,127.04578757451127,14,72
성동구 개풍빌딩,37.54678672785938,127.04915681726445,10,0
성동구 홍익빌딩,37.56633443757163,127.03489642337512,12,8
성동구 서울숲입구교차로,37.541878242198386,127.04419750025755,13,2
성동구 주택은행금호동지점,37.54833602225635,127.0197129259372,15,0
성동구 금남시장앞교차로(서방향 59M),37.54824568787665,127.02107085176371,16,0
성동구 행당굴다리,37.55822428091307,127.03870672433642,17,0
성동구 상왕십리역앞교차로,37.5643987118071,127.02972287934445,14,0
성동구 무학여고앞교차로,37.55842394009291,127.0340325822112,15,6
성동구 왕십리역11번출구(북서방향 162M),37.5624695224504,127.03366091526571,15,12
성동구 뚝섬역앞(서북서방향 54M),37.54444028187459,127.0346033236824,20,86
성동구 청계9가사거리,37.56935402435533,127.03037005639764,14,0
성동구 수도박물관(서북서방향 108M),37.53852746456946,127.0416044384262,19,64
성동구 금호삼거리,37.54502847887267,127.02440809555449,15,33
성동구 금호동4가116,37.54806463763193,127.02539359660078,19,0
성동구 응봉교앞교차로,37.5470886358892,127.03653959607907,17,75
성동구 성수역앞교차로,37.54441370705603,127.05672543996693,17,0
성동구 한양대병원(동남동방향 53M),37.5575293593599,127.04207902458873,18,0
성동구 왕십리역앞,37.56093730497533,127.03544849611032,22,12
성동구 상왕십리역앞교차로(동남동방향 234M),37.56310057142028,127.03240484646227,21,0
성동구 옥수교회앞,37.54421906059221,127.01568347465933,17,21
성동구 도선사거리,37.566054628834834,127.03654885806979,19,18
성동구 성수대교(남방향 469M),37.539277360287834,127.03525720132245,26,149
성동구 마장2교앞,37.56785343888219,127.04568434095299,23,31
성동구 성동교사거리,37.55158207017061,127.04401084509549,36,69
성동구 성수대교,37.54416964853136,127.03572344599388,46,73
성북구 서경대입구,37.60364876487887,127.01501646475809,32,19
성북구 종암사거리,37.60308664031951,127.03246748118274,46,25
성북구 길음환승주차장앞교차로,37.60305225706704,127.02575201207092,27,22
성북구 하월곡동88-5(북북서방향 87M),37.60480773767373,127.03170946697972,23,28
성북구 영희피아노학원(남남동방향 144M),37.598788323914974,127.03454921035625,20,0
성북구 성북녹십자약국(서남서방향 123M),37.58937773158991,127.00820879182169,17,0
성북구 국민은행정릉,37.60835247051814,127.00992100414676,20,0
성북구 미아리고개,37.598277834014716,127.02162849608756,21,0
성북구 성북트리즘빌딩앞교차로,37.60237311321284,127.03828793333078,22,42
성북구 성북경찰서앞교차로,37.58978247390009,127.01528541923433,17,0
성북구 월곡IC(북서방향 67M),37.60054333846748,127.04057447647762,26,47
성북구 정릉4동주민센터앞교차로,37.61286661732458,127.00730529047782,23,8
성북구 하월곡IC,37.60494744927007,127.04533329713333,20,37
성북구 돈암삼부아파트,37.60227759242428,127.02487976424395,23,18
성북구 아리랑고개입구,37.60356787582803,127.01335172910316,22,20
성북구 정릉2동주민센터,37.60479343002334,127.01137010682693,30,18
성북구 월곡뉴타운정류장,37.60641252195315,127.02764445429163,22,28
성북구 한성대입구역앞교차로,37.588449835206546,127.00613670336094,26,0
성북구 경동고교입구교차로,37.58767374918944,127.01812686353156,25,0
성북구 월곡시장,37.60322747273201,127.04288614641156,30,19
성북구 성신여대입구역사거리,37.59272858180292,127.01630508989204,27,0
성북구 복선교,37.601764279359365,127.02365656369845,31,16
성북구 월곡역앞교차로,37.60218275822328,127.04167383470893,32,28
성북구 장위사거리,37.6129773146189,127.06080955169622,32,16
성북구 실과바늘(동방향 142M),37.593494184919805,127.0179584287993,32,0
성북구 하월곡동103,37.60374453284231,127.0318449114598,40,30
성북구 성북구청입구교차로,37.59179192777504,127.01329301086855,42,0
성북구 길음역앞교차로,37.60429580578442,127.02490308585445,43,18
성북구 종암동3-70,37.602762268244526,127.03252396270773,51,22
성북구 길음환승주차장앞교차로,37.60354781896513,127.02567291056809,64,25
송파구 가락시장역앞교차로,37.49224420612693,127.11915018899586,25,0
송파구 가락시장역앞교차로,37.492505964348176,127.11868698395031,49,0
송파구 잠실3사거리,37.51195503975028,127.09251074187057,35,0
송파구 장지교앞교차로,37.47577466909964,127.12694730782904,74,0
송파구 석촌역사거리,37.505194125031814,127.10717113286405,47,0
송파구 종합운동장교차로,37.51070849040759,127.0710530434819,42,8
송파구 송파구청앞교차로,37.515348960846836,127.10659746652344,48,0
송파구 종합운동장교차로,37.5116858730588,127.07849642540748,44,0
송파구 잠실진주아파트앞교차로(남남동방향 166M),37.514769796406526,127.10935657194763,51,0
송파구 잠실역사거리,37.513318404888736,127.10006815076328,43,0
송파구 잠실대교남측,37.51582479601157,127.09815987999458,42,0
송파구 잠실3사거리,37.51190974113125,127.09282738710021,41,0
송파구 건영아파트앞교차로,37.48263445523955,127.12401926520192,30,0
송파구 가락시장앞교차로,37.49784438273796,127.11416067135545,36,24
송파구 송파여성문화회관,37.50641792821366,127.10888068099378,35,0
송파구 탄천길사거리,37.4795600937523,127.11707237715208,34,87
송파구 시그마타워,37.51397458973209,127.10187879740977,32,0
송파구 거여역앞교차로,37.49293708018439,127.14420957234267,31,0
송파구 올림픽공원앞교차로,37.51183224950213,127.12759651088747,26,0
송파구 잠실역사거리(동북동방향 70M),37.51363309205146,127.10084903090757,33,0
송파구 개롱역앞교차로,37.49842692685846,127.13425714996269,27,0
송파구 석촌호수앞교차로,37.511262571399925,127.10187511113939,30,12
송파구 송파IC교(남서방향 84M),37.47318907997208,127.12666031183097,30,0
송파구 광평교앞교차로,37.489487964489484,127.10894656201947,22,21
송파구 잠실전화국,37.513843446286245,127.10752283095488,29,0
송파구 올림픽훼밀리타운앞교차로,37.4886922898156,127.12106677982888,34,0
송파구 올림픽대교남단교차로,37.525493045511766,127.11737037492874,56,20
송파구 송파사거리(남서방향 177M),37.50108432836157,127.10849973478174,27,0
송파구 복정역앞교차로,37.47090043431799,127.12673558199248,33,7
송파구 올림픽대교남단교차로,37.525843928617725,127.11788000317712,31,21
양천구 서서울호수공원앞교차로,37.52997341410967,126.83234551450964,17,0
양천구 신정동1060,37.5279428155523,126.84995334850319,19,13
양천구 목동역앞교차로,37.52655444133818,126.86415389463721,33,0
양천구 강월초교입구교차로,37.517026874895805,126.83944418212815,43,0
양천구 목동역앞교차로,37.526257254557095,126.86427887562222,40,0
양천구 오목교역앞교차로,37.52451344037072,126.87623950978,36,5
양천구 신월사거리,37.53564417236666,126.82848594809705,33,0
양천구 신정네거리역앞교차로,37.521161256469654,126.85231985607886,28,0
양천구 한국통신목동지점,37.53012714277386,126.87668277521288,33,0
양천구 화곡고가사거리,37.52785206778935,126.84944443828053,24,13
양천구 화곡로입구교차로,37.53929822532764,126.82575069228825,30,0
양천구 회창빌딩,37.527455505845836,126.86420882612755,31,0
양천구 서서울호수공원앞교차로,37.529415228756214,126.8326522253518,28,0
양천구 신트리공원앞교차로,37.513678287944316,126.8558523279241,24,0
양천구 양강중학교앞교차로,37.524376019923466,126.85087681533285,28,0
양천구 홍익병원앞교차로,37.52970769137363,126.86393322088072,20,0
양천구 청소년수련관앞,37.53045859654309,126.87486074760857,24,0
양천구 방송회관앞교차로,37.52635587067552,126.87190361296913,29,7
양천구 월정초교앞,37.53662509113258,126.83397122331382,23,0
양천구 남부법원검찰청앞교차로,37.52256420447534,126.86520186669372,21,2
양천구 GM대우,37.52529942482068,126.86982386919334,18,9
양천구 과학수사연구원입구교차로,37.520889999957944,126.83785221034438,22,0
양천구 양강중학교앞교차로(북북서방향 158M),37.52543861248851,126.85041087581602,19,5
양천구 신월IC,37.525953256384824,126.83758105605862,30,0
양천구 목동사거리,37.532446923218735,126.86409795244317,21,0
양천구 영동빌딩,37.519878413489096,126.8360671113393,15,0
양천구 동원빌딩앞,37.52134438920181,126.83416345934754,13,0
양천구 길훈아파트(북북동방향 118M),37.52499964778383,126.83217564209346,16,7
양천구 신월상가빌딩,37.51710012034726,126.84030370153097,13,0
양천구 신월사거리(남방향 81M),37.53516662770232,126.8284757275203,18,0
영등포구 여의2교남단교차로,37.526022445308115,126.91106938709068,29,101
영등포구 영등포로터리,37.518563658852926,126.91310304461743,35,122
영등포구 우신초교앞교차로,37.51089402808635,126.91030690749412,30,0
영등포구 영등포로터리,37.51845462502946,126.91187019104736,50,79
영등포구 양평동사거리(북북동방향 82M),37.536598876664605,126.89827146325415,31,43
영등포구 선유고가차도,37.530078742895974,126.89163929633621,23,0
영등포구 마포대교앞교차로,37.52917044249135,126.92961956318508,23,25
영등포구 우성아파트앞교차로,37.49483876239757,126.89989996987377,20,0
영등포구 영등포경찰서사거리,37.5259257821779,126.90274322897577,18,0
영등포구 종합안보전시장,37.526627519710445,126.9261828069051,28,0
영등포구 영등포로터리,37.51870828355827,126.91373633667381,24,144
영등포구 문래동사거리,37.513117725271,126.89707045023823,23,33
영등포구 우신초교앞교차로,37.51056057089806,126.91019420099077,26,0
영등포구 신정교,37.51606847330859,126.88254258447468,24,24
영등포구 구로1교교차로,37.4878995666351,126.89821315981949,31,0
영등포구 목동교앞,37.53056248322179,126.88862918704203,29,0
영등포구 영등포청과시장앞교차로,37.520527137995444,126.90077062700537,25,0
영등포구 영등포역교차로(서남서방향 83M),37.5159449604025,126.90556140125435,25,35
영등포구 양평동6가93-1(북북서방향 151M),37.544211151822395,126.88706996051577,33,22
영등포구 영등포역앞교차로,37.516360240045664,126.90659021775085,28,25
영등포구 대림역,37.49203284578019,126.8955276129668,34,0
영등포구 청과시장입구교차로,37.51523989297632,126.9027457866656,33,38
영등포구 신길삼거리,37.51437791297369,126.91860510626587,36,0
영등포구 영동초등학교앞교차로,37.525120301685796,126.90956586231692,30,71
영등포구 영등포구청앞교차로,37.52765087041986,126.89703917149382,37,0
영등포구 여의2교남단교차로,37.52566196816527,126.9109679995217,38,101
영등포구 경인고속입구교차로,37.52989959607819,126.89279352939337,46,0
영등포구 양평동사거리,37.53604000342011,126.89797804809669,62,27
영등포구 영등포로터리,37.518346984093306,126.91251508607468,67,92
영등포구 여의교앞교차로,37.51698816246388,126.92840936139352,78,87
용산구 남영동삼거리,37.54198239036221,126.97236803700537,17,0
용산구 한남오거리,37.5336691402402,127.00768223598239,30,22
용산구 삼각지역교차로,37.53538755298219,126.97452018812706,18,6
용산구 해방촌오거리,37.54619237826466,126.98532323028279,13,0
용산구 주님의교회,37.530434454939375,126.99102835045603,13,0
용산구 한남주차장(북동방향 228M),37.53154266480559,127.00925462535757,11,71
용산구 명신프라자(서북서방향 59M),37.544855289523184,126.96732015927203,17,0
용산구 소화아동병원(남방향 62M),37.553793654662336,126.96902513650954,15,0
용산구 한강맨션(남남서방향 303M),37.518078405034316,126.97064616519422,13,42
용산구 한강대교북측(서방향 52M),37.5225624604168,126.96055377783897,15,57
용산구 용산우체국,37.53031354652563,126.96880857809053,14,0
용산구 이태원역앞교차로,37.534579259501136,126.99421845317592,17,0
용산구 뽐네일,37.52627216501177,127.00075796610481,14,25
용산구 남영역앞교차로,37.541513475237736,126.97072750184739,18,0
용산구 반포대교북측,37.52016320611898,126.9937783974962,17,95
용산구 원효로2가사거리,37.53542012775009,126.96168975151177,17,0
용산구 현대하이페리온아파트,37.52805600985851,127.00578104332165,15,43
용산구 이태원소방파출소,37.53442615012685,126.99563273480997,24,0
용산구 보광동,37.52510084313125,127.00225123726183,22,82
용산구 이태원호텔앞교차로,37.53525514575101,126.9988233144883,21,0
용산구 한남역앞,37.52864160744022,127.00678797085776,17,42
용산구 서빙고역앞교차로,37.52023505051469,126.99028297877996,17,23
용산구 용산전자상가앞교차로,37.5331679840811,126.96281098635625,20,0
용산구 용산구청,37.53789935360937,126.96654248205098,22,7
용산구 용산역앞교차로,37.52637510427888,126.96500906946902,26,0
용산구 삼각지역교차로,37.5358288697324,126.97372803206602,24,16
용산구 순천향병원,37.5332547768334,127.00600772421072,28,22
용산구 한남고가차도(남남동방향 80M),37.5371471544855,127.0048200066572,34,10
용산구 전자상가입구교차로,37.52970968824943,126.96810739591605,29,0
용산구 한남오거리,37.53341686216663,127.0076482680873,37,22
은평구 응암오거리,37.5900337204189,126.91718672416908,36,0
은평구 연신내역,37.61836301375397,126.92033816184332,35,0
은평구 응암오거리,37.590592406518866,126.91728800901276,20,0
은평구 수색교앞교차로,37.58690912186044,126.8868469760446,37,0
은평구 구산역앞교차로,37.61114396691478,126.91724260230615,34,0
은평구 역촌역앞교차로,37.606525782140686,126.92298952826833,37,0
은평구 역촌사거리,37.60894784322604,126.92057471344137,29,0
은평구 새절역앞교차로,37.59239223981408,126.91427411906841,33,0
은평구 신사오거리,37.59897946755364,126.91563675659322,29,0
은평구 서울혁신파크교차로,37.609026613569235,126.93123187529348,26,0
은평구 녹번역삼거리,37.60087513118527,126.93562184884402,22,0
은평구 연신내역(북북서방향 151M),37.62082252429917,126.92006368391965,20,0
은평구 연신내진원와이타운(서북서방향 70M),37.619056228161504,126.91953320751311,26,0
은평구 하나은행연신내지점,37.61764163200929,126.91946677149296,22,0
은평구 구파발치안센터,37.63487720565071,126.91902898722432,21,0
은평구 증산3교,37.580411695324806,126.90593287821984,16,0
은평구 대조동사무소(북서방향 175M),37.617049398280344,126.92309194254408,16,0
은평구 와산교앞교차로,37.58871520092699,126.91291965232841,24,0
은평구 구산사거리,37.6139690973313,126.91175759285885,25,0
은평구 불광역사거리,37.61089063081254,126.92948599658622,24,0
은평구 연세치과의원,37.58818629721062,126.91663397889681,13,0
은평구 구산사거리(동남동방향 238M),37.61288059900341,126.91405806324572,17,0
은평구 신사사거리,37.59630781646786,126.90927595579711,18,0
은평구 신사오거리,37.59947572812928,126.91664403212079,17,0
은평구 길마독사거리,37.614252700072,126.91770353307737,21,0
은평구 불광지구대(서남서방향 158M),37.620600389999225,126.9247986922834,19,0
은평구 선진종점삼거리,37.61424728467713,126.91027352700469,21,0
은평구 불광전화국앞,37.6119441874865,126.92848832356025,14,0
은평구 연신내역앞교차로,37.61889521951139,126.92126640337355,41,0
은평구 구산역앞교차로(남방향 53M),37.61078360339183,126.91728830446955,25,0
종로구 흥인지문사거리,37.57135778607476,127.00914635231052,40,0
종로구 동묘앞역사거리,37.57294284162598,127.01574609613027,44,0
종로구 종로2가교차로,37.57006908879677,126.98782016644638,51,0
종로구 광화문교차로,37.57545545241829,126.97713286647075,55,0
종로구 [지]창신동 74-2,37.57393395251396,127.015621783346,16,0
종로구 독립문역,37.57240578117106,126.96075390198948,15,23
종로구 안국동로터리(동북동방향 85M),37.5758169720592,126.98393632700004,16,0
종로구 안국동사거리,37.57564546383507,126.98174020782419,16,0
종로구 동묘앞역사거리(남방향 165M),37.57153729689588,127.01568920136309,16,0
종로구 청계2가,37.56858241907341,126.98756006410187,16,0
종로구 기업은행,37.57025845877846,126.9894954329364,19,0
종로구 종로4가사거리,37.570619304671936,126.99784927007124,21,0
종로구 아람보습학원,37.573402110328914,127.01744420066754,19,0
종로구 정동사거리,37.56820955660129,126.96884937891467,23,0
종로구 혜명교회앞(북북서방향 126M),37.583485513539294,127.00152841317046,21,0
종로구 세종대로사거리,37.5701215734389,126.97719109506322,24,0
종로구 혜화동로터리,37.58626958389508,127.00140392808544,14,0
종로구 세검정앞교차로,37.59987610227951,126.95798773006342,21,0
종로구 성균관대입구교차로,37.58323324108491,126.99900370440639,20,0
종로구 안국동로터리,37.5756636713999,126.9829967671781,28,0
종로구 이화사거리,37.576160418503626,127.00239993962509,25,0
종로구 신설동역11번출구(서남서방향 113M),37.57480702246557,127.02133869949836,23,0
종로구 원남동사거리,37.57584507042878,126.99760007049551,25,0
종로구 경복궁사거리,37.57596948713063,126.97969112890861,31,0
종로구 경복궁역사거리,37.57597704417081,126.97251396668301,28,0
종로구 안국역사거리,37.57686240400255,126.9861322941872,32,0
종로구 동묘앞역사거리(서남서방향 152M),37.57258266328687,127.0140027513457,25,0
종로구 흥인지문사거리(동북동방향 253M),37.57196121562468,127.01181790698827,37,0
종로구 혜화동로터리,37.585413643577326,127.00112086523401,70,0
종로구 종로5가사거리,37.570943668151806,127.00184510788809,41,0
중구 롯데명품관(북방향 57M),37.56421190667285,126.98222970129598,22,0
중구 하나은행,37.56596009939721,126.98405163311277,21,0
중구 신당역사거리(남남동방향 51M),37.564923901291664,127.01633298413675,22,0
중구 회현사거리,37.560211442450374,126.98197033615091,32,0
중구 약수역앞교차로,37.555202816014074,127.01040059768725,28,0
중구 서울역4번출구,37.55783116303518,126.97327891900682,16,4
중구 시청앞광장,37.563958653725315,126.97663836162245,20,0
중구 기업은행성동지점,37.565391502794,127.02198118736251,17,0
중구 퇴계로2가교차로,37.5615097450996,126.98903261301034,17,18
중구 성동고교교차로,37.56500373480118,127.02373548451239,19,0
중구 을지로5가사거리,37.56689819382775,127.00209402759681,19,0
중구 서울태평로우체국(동북동방향 54M),37.55993075886149,126.97451183270465,19,0
중구 충무로역앞교차로,37.56115866915692,126.99318644376265,17,0
중구 남산한옥마을(남남동방향 158M),37.55531120114645,126.99325488008229,19,0
중구 청구역앞교차로,37.56027507745319,127.01384199477688,21,0
중구 서울역9-1번출구,37.55508289671995,126.97230661421364,24,0
중구 숭례문앞교차로,37.560516671326546,126.97576794247422,29,0
중구 청계7가사거리,37.56945599019727,127.01574536206223,25,0
중구 시청앞교차로,37.5647966402721,126.97694370618592,20,0
중구 동대문역사문화공원앞교차로,37.56596992522327,127.00785533577121,27,0
중구 서울역,37.55729936894377,126.97238501726844,29,4
중구 을지로1가,37.56623028207143,126.98321397196,28,0
중구 장충체육관앞교차로,37.558960285982906,127.0058966088087,27,0
중구 을지로2가사거리,37.566203760016016,126.98727748559853,40,0
중구 충무로1가52-4,37.56062588887165,126.98189100944961,34,0
중구 신당역사거리,37.565302349222115,127.01611800905917,35,0
중구 염천교앞교차로,37.559641759751266,126.97153530505224,43,9
중구 한국은행앞교차로,37.56190521604162,126.98132478417915,37,0
중구 약수역앞교차로,37.55474329514483,127.01053634057708,36,0
중구 중림동삼거리,37.55930778213166,126.96911339735873,39,13
중랑구 장안교앞교차로,37.58132346821786,127.07939593116551,41,43
중랑구 중랑전화국앞교차로(북방향 57M),37.591837516833074,127.08018837536113,30,4
중랑구 망우사거리,37.5997686144177,127.10061413490348,51,7
중랑구 망우역앞교차로,37.59819831129092,127.09276462433606,58,0
중랑구 망우사거리,37.60011089381546,127.10072783676493,42,7
중랑구 우림시장앞교차로,37.5951829518266,127.10016634989101,21,0
중랑구 상봉시장앞교차로,37.59262612629417,127.08623568242892,19,0
중랑구 봉화삼거리,37.60304076440729,127.08734618312361,18,0
중랑구 장안중교,37.5995231817087,127.07987955104441,24,0
중랑구 부국병원,37.594464263229725,127.0860792781905,25,0
중랑구 신내지하차도앞교차로,37.59920379149041,127.09727280728995,23,12
중랑구 면목역앞교차로,37.58827354779585,127.08730627915601,31,0
중랑구 상봉2지구대,37.59897114163295,127.0953021421621,21,9
중랑구 연세정내과,37.58262345126797,127.08847711087567,26,0
중랑구 장안교앞,37.58103503616896,127.07956544294882,32,40
중랑구 중화장미아파트,37.60538053354185,127.07851550194175,21,0
중랑구 망우1동우체국,37.600506034132565,127.10223448185313,23,7
중랑구 장평교앞교차로,37.57196175576215,127.07996330335338,26,25
중랑구 면목교,37.587537141721086,127.08398801752918,20,0
중랑구 상봉지하차도앞교차로,37.5971115863815,127.08823381935213,23,0
중랑구 유수지주차장앞교차로,37.58098720918027,127.08358441725366,27,0
중랑구 면목2동사거리,37.58665698413536,127.07993373241835,29,0
중랑구 사가정역앞교차로,37.580731519460386,127.08827109111466,33,0
중랑구 서울시체육회앞교차로,37.593193830166236,127.07273926572074,32,44
중랑구 우림시장앞교차로,37.59548052806524,127.09987234058708,32,0
중랑구 동일로지하차도앞교차로,37.59492776172953,127.08041815745977,34,16
중랑구 중랑전화국앞교차로,37.59138700583284,127.08021053754015,33,2
중랑구 중화역앞교차로,37.60164968613935,127.07963268940597,37,0
중랑구 상봉삼거리,37.59636575657209,127.08552661575328,32,0
중랑구 서울시체육회앞교차로,37.59301376432091,127.07252395308019,31,48
